"SeaWEED.ID","Source","Sample_size_n_farms","study_id","Country","iso3c","Common.Name","Scientific.Name","clean_sci_name","Production_system_group","Intensity","Product","Yield_m2_per_t","Grow_out_period_days","FCR","Feed_type","feed_soy_new","feed_crops_new","feed_fmfo_new","feed_animal_new","Electricity_kwh","Diesel_L","Petrol_L","NaturalGas_L","data_type"
191,"Henriksson et al. 2017",40,99,"Egypt","EGY","Tilapia","Oreochromis niloticus","Oreochromis niloticus","Ponds","Intensive","1 tonne live wet-weight",887,270,1.82,"Compound",0.341,0.582,0.068,0.009,265,127,0,0,"raw"
191,"Henriksson et al. 2017",40,100,"Egypt","EGY","Tilapia","Oreochromis niloticus","Oreochromis niloticus","Ponds","Intensive","1 tonne live wet-weight",887,270,1.82,"Compound",0.341,0.582,0.068,0.009,265,127,0,0,"raw"
191,"Henriksson et al. 2017",40,101,"Egypt","EGY","Tilapia","Oreochromis niloticus","Oreochromis niloticus","Ponds","Intensive","1 tonne live wet-weight",887,270,1.82,"Compound",0.341,0.582,0.068,0.009,265,127,0,0,"raw"
191,"Henriksson et al. 2017",40,102,"Egypt","EGY","Tilapia","Oreochromis niloticus","Oreochromis niloticus","Ponds","Intensive","1 tonne live wet-weight",887,270,1.82,"Compound",0.341,0.582,0.068,0.009,265,127,0,0,"raw"
191,"Henriksson et al. 2017",40,103,"Egypt","EGY","Tilapia","Oreochromis niloticus","Oreochromis niloticus","Ponds","Intensive","1 tonne live wet-weight",887,270,1.82,"Compound",0.341,0.582,0.068,0.009,265,127,0,0,"raw"
191,"Henriksson et al. 2017",40,104,"Egypt","EGY","Tilapia","Oreochromis niloticus","Oreochromis niloticus","Ponds","Intensive","1 tonne live wet-weight",887,270,1.82,"Compound",0.341,0.582,0.068,0.009,265,127,0,0,"raw"
192,"Henriksson et al. 2017",69,105,"Egypt","EGY","Tilapia","Oreochromis niloticus","Oreochromis niloticus","Ponds","Intensive","1 tonne live wet-weight",956,270,1.55,"Compound",0.341,0.582,0.068,0.009,265,127,0,0,"raw"
192,"Henriksson et al. 2017",69,106,"Egypt","EGY","Tilapia","Oreochromis niloticus","Oreochromis niloticus","Ponds","Intensive","1 tonne live wet-weight",956,270,1.55,"Compound",0.341,0.582,0.068,0.009,265,127,0,0,"raw"
192,"Henriksson et al. 2017",69,107,"Egypt","EGY","Tilapia","Oreochromis niloticus","Oreochromis niloticus","Ponds","Intensive","1 tonne live wet-weight",956,270,1.55,"Compound",0.341,0.582,0.068,0.009,265,127,0,0,"raw"
192,"Henriksson et al. 2017",69,108,"Egypt","EGY","Tilapia","Oreochromis niloticus","Oreochromis niloticus","Ponds","Intensive","1 tonne live wet-weight",956,270,1.55,"Compound",0.341,0.582,0.068,0.009,265,127,0,0,"raw"
192,"Henriksson et al. 2017",69,109,"Egypt","EGY","Tilapia","Oreochromis niloticus","Oreochromis niloticus","Ponds","Intensive","1 tonne live wet-weight",956,270,1.55,"Compound",0.341,0.582,0.068,0.009,265,127,0,0,"raw"
192,"Henriksson et al. 2017",69,110,"Egypt","EGY","Tilapia","Oreochromis niloticus","Oreochromis niloticus","Ponds","Intensive","1 tonne live wet-weight",956,270,1.55,"Compound",0.341,0.582,0.068,0.009,265,127,0,0,"raw"
192,"Henriksson et al. 2017",69,111,"Egypt","EGY","Tilapia","Oreochromis niloticus","Oreochromis niloticus","Ponds","Intensive","1 tonne live wet-weight",956,270,1.55,"Compound",0.341,0.582,0.068,0.009,265,127,0,0,"raw"
192,"Henriksson et al. 2017",69,112,"Egypt","EGY","Tilapia","Oreochromis niloticus","Oreochromis niloticus","Ponds","Intensive","1 tonne live wet-weight",956,270,1.55,"Compound",0.341,0.582,0.068,0.009,265,127,0,0,"raw"
193,"Henriksson et al. 2017",13,113,"Egypt","EGY","Tilapia","Oreochromis niloticus","Oreochromis niloticus","Ponds","Intensive","1 tonne live wet-weight",792,270,1.35,"Compound",0.341,0.582,0.068,0.009,265,127,0,0,"raw"
193,"Henriksson et al. 2017",13,114,"Egypt","EGY","Tilapia","Oreochromis niloticus","Oreochromis niloticus","Ponds","Intensive","1 tonne live wet-weight",792,270,1.35,"Compound",0.341,0.582,0.068,0.009,265,127,0,0,"raw"
193,"Henriksson et al. 2017",13,115,"Egypt","EGY","Tilapia","Oreochromis niloticus","Oreochromis niloticus","Ponds","Intensive","1 tonne live wet-weight",792,270,1.35,"Compound",0.341,0.582,0.068,0.009,265,127,0,0,"raw"
193,"Henriksson et al. 2017",13,116,"Egypt","EGY","Tilapia","Oreochromis niloticus","Oreochromis niloticus","Ponds","Intensive","1 tonne live wet-weight",792,270,1.35,"Compound",0.341,0.582,0.068,0.009,265,127,0,0,"raw"
194,"Henriksson et al. 2017",15,117,"Egypt","EGY","Tilapia","Oreochromis niloticus","Oreochromis niloticus","Ponds","Intensive","1 tonne live wet-weight",890,270,1.39,"Compound",0.341,0.582,0.068,0.009,265,127,0,0,"raw"
194,"Henriksson et al. 2017",15,118,"Egypt","EGY","Tilapia","Oreochromis niloticus","Oreochromis niloticus","Ponds","Intensive","1 tonne live wet-weight",890,270,1.39,"Compound",0.341,0.582,0.068,0.009,265,127,0,0,"raw"
194,"Henriksson et al. 2017",15,119,"Egypt","EGY","Tilapia","Oreochromis niloticus","Oreochromis niloticus","Ponds","Intensive","1 tonne live wet-weight",890,270,1.39,"Compound",0.341,0.582,0.068,0.009,265,127,0,0,"raw"
194,"Henriksson et al. 2017",15,120,"Egypt","EGY","Tilapia","Oreochromis niloticus","Oreochromis niloticus","Ponds","Intensive","1 tonne live wet-weight",890,270,1.39,"Compound",0.341,0.582,0.068,0.009,265,127,0,0,"raw"
195,"Henriksson et al. 2015",100,121,"China","CHN","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",263,146,1.26,"Compound",0.286969868163843,0.311967243439439,0.400957899420561,0.000104988976157503,3803,80,0,0,"raw"
195,"Henriksson et al. 2015",100,122,"China","CHN","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",263,146,1.26,"Compound",0.286969868163843,0.311967243439439,0.400957899420561,0.000104988976157503,3803,80,0,0,"raw"
195,"Henriksson et al. 2015",100,123,"China","CHN","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",263,146,1.26,"Compound",0.286969868163843,0.311967243439439,0.400957899420561,0.000104988976157503,3803,80,0,0,"raw"
195,"Henriksson et al. 2015",100,124,"China","CHN","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",263,146,1.26,"Compound",0.286969868163843,0.311967243439439,0.400957899420561,0.000104988976157503,3803,80,0,0,"raw"
195,"Henriksson et al. 2015",100,125,"China","CHN","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",263,146,1.26,"Compound",0.286969868163843,0.311967243439439,0.400957899420561,0.000104988976157503,3803,80,0,0,"raw"
195,"Henriksson et al. 2015",100,126,"China","CHN","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",263,146,1.26,"Compound",0.286969868163843,0.311967243439439,0.400957899420561,0.000104988976157503,3803,80,0,0,"raw"
195,"Henriksson et al. 2015",100,127,"China","CHN","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",263,146,1.26,"Compound",0.286969868163843,0.311967243439439,0.400957899420561,0.000104988976157503,3803,80,0,0,"raw"
195,"Henriksson et al. 2015",100,128,"China","CHN","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",263,146,1.26,"Compound",0.286969868163843,0.311967243439439,0.400957899420561,0.000104988976157503,3803,80,0,0,"raw"
195,"Henriksson et al. 2015",100,129,"China","CHN","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",263,146,1.26,"Compound",0.286969868163843,0.311967243439439,0.400957899420561,0.000104988976157503,3803,80,0,0,"raw"
195,"Henriksson et al. 2015",100,130,"China","CHN","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",263,146,1.26,"Compound",0.286969868163843,0.311967243439439,0.400957899420561,0.000104988976157503,3803,80,0,0,"raw"
196,"Henriksson et al. 2015",99,131,"China","CHN","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Semi-intensive","1 tonne Peeled tail-on",784,146,1.32,"Compound",0.286969868163843,0.311967243439439,0.400957899420561,0.000104988976157503,4340,38,1.3,0,"raw"
196,"Henriksson et al. 2015",99,132,"China","CHN","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Semi-intensive","1 tonne Peeled tail-on",784,146,1.32,"Compound",0.286969868163843,0.311967243439439,0.400957899420561,0.000104988976157503,4340,38,1.3,0,"raw"
196,"Henriksson et al. 2015",99,133,"China","CHN","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Semi-intensive","1 tonne Peeled tail-on",784,146,1.32,"Compound",0.286969868163843,0.311967243439439,0.400957899420561,0.000104988976157503,4340,38,1.3,0,"raw"
196,"Henriksson et al. 2015",99,134,"China","CHN","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Semi-intensive","1 tonne Peeled tail-on",784,146,1.32,"Compound",0.286969868163843,0.311967243439439,0.400957899420561,0.000104988976157503,4340,38,1.3,0,"raw"
196,"Henriksson et al. 2015",99,135,"China","CHN","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Semi-intensive","1 tonne Peeled tail-on",784,146,1.32,"Compound",0.286969868163843,0.311967243439439,0.400957899420561,0.000104988976157503,4340,38,1.3,0,"raw"
196,"Henriksson et al. 2015",99,136,"China","CHN","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Semi-intensive","1 tonne Peeled tail-on",784,146,1.32,"Compound",0.286969868163843,0.311967243439439,0.400957899420561,0.000104988976157503,4340,38,1.3,0,"raw"
196,"Henriksson et al. 2015",99,137,"China","CHN","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Semi-intensive","1 tonne Peeled tail-on",784,146,1.32,"Compound",0.286969868163843,0.311967243439439,0.400957899420561,0.000104988976157503,4340,38,1.3,0,"raw"
196,"Henriksson et al. 2015",99,138,"China","CHN","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Semi-intensive","1 tonne Peeled tail-on",784,146,1.32,"Compound",0.286969868163843,0.311967243439439,0.400957899420561,0.000104988976157503,4340,38,1.3,0,"raw"
196,"Henriksson et al. 2015",99,139,"China","CHN","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Semi-intensive","1 tonne Peeled tail-on",784,146,1.32,"Compound",0.286969868163843,0.311967243439439,0.400957899420561,0.000104988976157503,4340,38,1.3,0,"raw"
196,"Henriksson et al. 2015",99,140,"China","CHN","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Semi-intensive","1 tonne Peeled tail-on",784,146,1.32,"Compound",0.286969868163843,0.311967243439439,0.400957899420561,0.000104988976157503,4340,38,1.3,0,"raw"
197,"Henriksson et al. 2015",104,141,"Thailand","THA","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",261,119,1.48,"Compound",0.269,0.423,0.288,0.02,3917,310,0.5,12.936,"raw"
197,"Henriksson et al. 2015",104,142,"Thailand","THA","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",261,119,1.48,"Compound",0.269,0.423,0.288,0.02,3917,310,0.5,12.936,"raw"
197,"Henriksson et al. 2015",104,143,"Thailand","THA","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",261,119,1.48,"Compound",0.269,0.423,0.288,0.02,3917,310,0.5,12.936,"raw"
197,"Henriksson et al. 2015",104,144,"Thailand","THA","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",261,119,1.48,"Compound",0.269,0.423,0.288,0.02,3917,310,0.5,12.936,"raw"
197,"Henriksson et al. 2015",104,145,"Thailand","THA","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",261,119,1.48,"Compound",0.269,0.423,0.288,0.02,3917,310,0.5,12.936,"raw"
197,"Henriksson et al. 2015",104,146,"Thailand","THA","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",261,119,1.48,"Compound",0.269,0.423,0.288,0.02,3917,310,0.5,12.936,"raw"
197,"Henriksson et al. 2015",104,147,"Thailand","THA","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",261,119,1.48,"Compound",0.269,0.423,0.288,0.02,3917,310,0.5,12.936,"raw"
197,"Henriksson et al. 2015",104,148,"Thailand","THA","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",261,119,1.48,"Compound",0.269,0.423,0.288,0.02,3917,310,0.5,12.936,"raw"
197,"Henriksson et al. 2015",104,149,"Thailand","THA","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",261,119,1.48,"Compound",0.269,0.423,0.288,0.02,3917,310,0.5,12.936,"raw"
197,"Henriksson et al. 2015",104,150,"Thailand","THA","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",261,119,1.48,"Compound",0.269,0.423,0.288,0.02,3917,310,0.5,12.936,"raw"
198,"Henriksson et al. 2015",77,151,"Thailand","THA","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",266,130,1.49,"Compound",0.269,0.423,0.288,0.02,1163,32,0.4,940.8,"raw"
198,"Henriksson et al. 2015",77,152,"Thailand","THA","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",266,130,1.49,"Compound",0.269,0.423,0.288,0.02,1163,32,0.4,940.8,"raw"
198,"Henriksson et al. 2015",77,153,"Thailand","THA","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",266,130,1.49,"Compound",0.269,0.423,0.288,0.02,1163,32,0.4,940.8,"raw"
198,"Henriksson et al. 2015",77,154,"Thailand","THA","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",266,130,1.49,"Compound",0.269,0.423,0.288,0.02,1163,32,0.4,940.8,"raw"
198,"Henriksson et al. 2015",77,155,"Thailand","THA","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",266,130,1.49,"Compound",0.269,0.423,0.288,0.02,1163,32,0.4,940.8,"raw"
198,"Henriksson et al. 2015",77,156,"Thailand","THA","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",266,130,1.49,"Compound",0.269,0.423,0.288,0.02,1163,32,0.4,940.8,"raw"
198,"Henriksson et al. 2015",77,157,"Thailand","THA","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",266,130,1.49,"Compound",0.269,0.423,0.288,0.02,1163,32,0.4,940.8,"raw"
198,"Henriksson et al. 2015",77,158,"Thailand","THA","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",266,130,1.49,"Compound",0.269,0.423,0.288,0.02,1163,32,0.4,940.8,"raw"
198,"Henriksson et al. 2015",77,159,"Thailand","THA","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",266,130,1.49,"Compound",0.269,0.423,0.288,0.02,1163,32,0.4,940.8,"raw"
199,"Henriksson et al. 2015",30,160,"Vietnam","VNM","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",513,121.6666667,1.25,"Compound",0.278,0.328,0.285,0.109,264,385,0,0,"raw"
199,"Henriksson et al. 2015",30,161,"Vietnam","VNM","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",513,121.6666667,1.25,"Compound",0.278,0.328,0.285,0.109,264,385,0,0,"raw"
199,"Henriksson et al. 2015",30,162,"Vietnam","VNM","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",513,121.6666667,1.25,"Compound",0.278,0.328,0.285,0.109,264,385,0,0,"raw"
199,"Henriksson et al. 2015",30,163,"Vietnam","VNM","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",513,121.6666667,1.25,"Compound",0.278,0.328,0.285,0.109,264,385,0,0,"raw"
199,"Henriksson et al. 2015",30,164,"Vietnam","VNM","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",513,121.6666667,1.25,"Compound",0.278,0.328,0.285,0.109,264,385,0,0,"raw"
200,"Henriksson et al. 2015",20,165,"Vietnam","VNM","Asian Tiger shrimp","Penaeus monodon","Penaeus monodon","Ponds","Intensive","1 tonne headless shell-on",2010,330,1.59,"Compound",0.278,0.328,0.285,0.109,2480,141,0,0,"raw"
200,"Henriksson et al. 2015",20,166,"Vietnam","VNM","Asian Tiger shrimp","Penaeus monodon","Penaeus monodon","Ponds","Intensive","1 tonne headless shell-on",2010,330,1.59,"Compound",0.278,0.328,0.285,0.109,2480,141,0,0,"raw"
200,"Henriksson et al. 2015",20,167,"Vietnam","VNM","Asian Tiger shrimp","Penaeus monodon","Penaeus monodon","Ponds","Intensive","1 tonne headless shell-on",2010,330,1.59,"Compound",0.278,0.328,0.285,0.109,2480,141,0,0,"raw"
200,"Henriksson et al. 2015",20,168,"Vietnam","VNM","Asian Tiger shrimp","Penaeus monodon","Penaeus monodon","Ponds","Intensive","1 tonne headless shell-on",2010,330,1.59,"Compound",0.278,0.328,0.285,0.109,2480,141,0,0,"raw"
201,"Henriksson et al. 2015",60,169,"Vietnam","VNM","Asian Tiger shrimp","Penaeus monodon","Penaeus monodon","Ponds","Semi-intensive","1 tonne headless shell-on",2380,185,1.67,"Compound",0.278,0.328,0.285,0.109,845,272,0,0,"raw"
201,"Henriksson et al. 2015",60,170,"Vietnam","VNM","Asian Tiger shrimp","Penaeus monodon","Penaeus monodon","Ponds","Semi-intensive","1 tonne headless shell-on",2380,185,1.67,"Compound",0.278,0.328,0.285,0.109,845,272,0,0,"raw"
201,"Henriksson et al. 2015",60,171,"Vietnam","VNM","Asian Tiger shrimp","Penaeus monodon","Penaeus monodon","Ponds","Semi-intensive","1 tonne headless shell-on",2380,185,1.67,"Compound",0.278,0.328,0.285,0.109,845,272,0,0,"raw"
201,"Henriksson et al. 2015",60,172,"Vietnam","VNM","Asian Tiger shrimp","Penaeus monodon","Penaeus monodon","Ponds","Semi-intensive","1 tonne headless shell-on",2380,185,1.67,"Compound",0.278,0.328,0.285,0.109,845,272,0,0,"raw"
201,"Henriksson et al. 2015",60,173,"Vietnam","VNM","Asian Tiger shrimp","Penaeus monodon","Penaeus monodon","Ponds","Semi-intensive","1 tonne headless shell-on",2380,185,1.67,"Compound",0.278,0.328,0.285,0.109,845,272,0,0,"raw"
201,"Henriksson et al. 2015",60,174,"Vietnam","VNM","Asian Tiger shrimp","Penaeus monodon","Penaeus monodon","Ponds","Semi-intensive","1 tonne headless shell-on",2380,185,1.67,"Compound",0.278,0.328,0.285,0.109,845,272,0,0,"raw"
201,"Henriksson et al. 2015",60,175,"Vietnam","VNM","Asian Tiger shrimp","Penaeus monodon","Penaeus monodon","Ponds","Semi-intensive","1 tonne headless shell-on",2380,185,1.67,"Compound",0.278,0.328,0.285,0.109,845,272,0,0,"raw"
201,"Henriksson et al. 2015",60,176,"Vietnam","VNM","Asian Tiger shrimp","Penaeus monodon","Penaeus monodon","Ponds","Semi-intensive","1 tonne headless shell-on",2380,185,1.67,"Compound",0.278,0.328,0.285,0.109,845,272,0,0,"raw"
202,"Henriksson et al. 2015",65,177,"Bangladesh","BGD","Asian Tiger shrimp and 800 kg carp","Penaeus monodon","Penaeus monodon","Ponds","Imp. extensive","1 tonne live wet-weight",34400,180,0.307734807,"Compound",0.094,0.812,0.0571,0.0369,2.900552486,81.2479688,0,0,"raw"
202,"Henriksson et al. 2015",65,178,"Bangladesh","BGD","Asian Tiger shrimp and 800 kg carp","Penaeus monodon","Penaeus monodon","Ponds","Imp. extensive","1 tonne live wet-weight",34400,180,0.307734807,"Compound",0.094,0.812,0.0571,0.0369,2.900552486,81.2479688,0,0,"raw"
202,"Henriksson et al. 2015",65,179,"Bangladesh","BGD","Asian Tiger shrimp and 800 kg carp","Penaeus monodon","Penaeus monodon","Ponds","Imp. extensive","1 tonne live wet-weight",34400,180,0.307734807,"Compound",0.094,0.812,0.0571,0.0369,2.900552486,81.2479688,0,0,"raw"
202,"Henriksson et al. 2015",65,180,"Bangladesh","BGD","Asian Tiger shrimp and 800 kg carp","Penaeus monodon","Penaeus monodon","Ponds","Imp. extensive","1 tonne live wet-weight",34400,180,0.307734807,"Compound",0.094,0.812,0.0571,0.0369,2.900552486,81.2479688,0,0,"raw"
202,"Henriksson et al. 2015",65,181,"Bangladesh","BGD","Asian Tiger shrimp and 800 kg carp","Penaeus monodon","Penaeus monodon","Ponds","Imp. extensive","1 tonne live wet-weight",34400,180,0.307734807,"Compound",0.094,0.812,0.0571,0.0369,2.900552486,81.2479688,0,0,"raw"
202,"Henriksson et al. 2015",65,182,"Bangladesh","BGD","Asian Tiger shrimp and 800 kg carp","Penaeus monodon","Penaeus monodon","Ponds","Imp. extensive","1 tonne live wet-weight",34400,180,0.307734807,"Compound",0.094,0.812,0.0571,0.0369,2.900552486,81.2479688,0,0,"raw"
202,"Henriksson et al. 2015",65,183,"Bangladesh","BGD","Asian Tiger shrimp and 800 kg carp","Penaeus monodon","Penaeus monodon","Ponds","Imp. extensive","1 tonne live wet-weight",34400,180,0.307734807,"Compound",0.094,0.812,0.0571,0.0369,2.900552486,81.2479688,0,0,"raw"
202,"Henriksson et al. 2015",65,184,"Bangladesh","BGD","Asian Tiger shrimp and 800 kg carp","Penaeus monodon","Penaeus monodon","Ponds","Imp. extensive","1 tonne live wet-weight",34400,180,0.307734807,"Compound",0.094,0.812,0.0571,0.0369,2.900552486,81.2479688,0,0,"raw"
203,"Henriksson et al. 2015",24,185,"Bangladesh","BGD","Asian Tiger shrimp","Penaeus monodon","Penaeus monodon","Ponds","Imp. extensive","1 tonne live wet-weight",57000,180,1.646653543,"Compound",0.0001999800019998,0.999600039996,9.99900009999e-05,9.99900009999e-05,86.31889764,116.9522927,0,0,"raw"
203,"Henriksson et al. 2015",24,186,"Bangladesh","BGD","Asian Tiger shrimp","Penaeus monodon","Penaeus monodon","Ponds","Imp. extensive","1 tonne live wet-weight",57000,180,1.646653543,"Compound",0.0001999800019998,0.999600039996,9.99900009999e-05,9.99900009999e-05,86.31889764,116.9522927,0,0,"raw"
203,"Henriksson et al. 2015",24,187,"Bangladesh","BGD","Asian Tiger shrimp","Penaeus monodon","Penaeus monodon","Ponds","Imp. extensive","1 tonne live wet-weight",57000,180,1.646653543,"Compound",0.0001999800019998,0.999600039996,9.99900009999e-05,9.99900009999e-05,86.31889764,116.9522927,0,0,"raw"
203,"Henriksson et al. 2015",24,188,"Bangladesh","BGD","Asian Tiger shrimp","Penaeus monodon","Penaeus monodon","Ponds","Imp. extensive","1 tonne live wet-weight",57000,180,1.646653543,"Compound",0.0001999800019998,0.999600039996,9.99900009999e-05,9.99900009999e-05,86.31889764,116.9522927,0,0,"raw"
203,"Henriksson et al. 2015",24,189,"Bangladesh","BGD","Asian Tiger shrimp","Penaeus monodon","Penaeus monodon","Ponds","Imp. extensive","1 tonne live wet-weight",57000,180,1.646653543,"Compound",0.0001999800019998,0.999600039996,9.99900009999e-05,9.99900009999e-05,86.31889764,116.9522927,0,0,"raw"
206,"Henriksson et al. 2015",29,190,"China","CHN","Tilapia","Oreochromis niloticus","Oreochromis niloticus","Ponds","Semi-intensive","1 tonne fillets",293,NA,1.48,"Compound",0.275971023042581,0.650931652176521,0.0729923358047405,0.000104988976157503,528,1.081730769,0.1,0,"raw"
206,"Henriksson et al. 2015",29,191,"China","CHN","Tilapia","Oreochromis niloticus","Oreochromis niloticus","Ponds","Semi-intensive","1 tonne fillets",293,NA,1.48,"Compound",0.275971023042581,0.650931652176521,0.0729923358047405,0.000104988976157503,528,1.081730769,0.1,0,"raw"
